title,point,review,type
뮬란,5,"유역비 커여워 ㅋㅋ 확실히 미국산 짝퉁 맞네. 비상식적으로 억압적인 집안과 맹목적으로 추종하는 가문의 명예, 전혀 비과학적인 설명으로 점철되는 기 등등 전형적으로 동양에 대한 스테레오 타입에 입각한 서양에서의 시각으로 그린 작품. 100그램으로 500킬로그램을 옮긴다던가? 난 무슨 핵에너진가 했음. 홍콩이니 신장이니 뭐니 서양에서 떠드는대로 추종해서 평점 테러하는 찌질이들하고는 다른 이유지만 아무튼 높은 점수 줄수 없고 유역비가 귀여워서 +1점으로 6점 줌. 내용은 뻔하고 유치하고 유치뽕짝ㅋㅋ 그래도 동양 여자가 주인공인 헐리우드 영화는 새로운 시도였다. 근데 뮬란 아버지 시진핑 닮은 배우 쓴거는 메길려고 그런거냐?",부정
국제수사,1,이건 아니다. 연기력 되는 배우들의 안타까운 연기.1점도 아깝다.,부정
담보,10,재미도 감동도 저는 좋았습니다,긍정
반도,1,저의 첫 리뷰입니다. 절대보지마세요. 제발요... 너무 화가 나서 잠을 못자겠어요,부정
히트맨,8,"별 기대없이 운동할때 틀어서 봤는데, 최근에 본 영화중에 가장 재밌었네요.특별히 뭔가 남는 영화라기 보다는 그냥 예능처럼 재미있다라는 느낌이 강했습니다.연기도 연출도 깔끔하고, 억지스러움 보다는 만화적 구성으로 쭉쭉 전개해가는 부분이 좋더군요중간에 뭔가 터닝포인트가 애매하긴 한데.. 전형적인 한국 영화의 클리셰를 보여주는구나 하는 찰라에 바로 코믹으로 넘겨버리네요 ㅎㅎ 비교 대상은 될 수 없겠지만 극한직업 볼때처럼 그냥 하하 웃으면서 보기 좋을것 같습니다.개인적으로 동갑내기 과외하기때 부터 권상우씨 코믹,로맨스등을 좋아해서아주 만족하면서 봤어요",긍정
밥정,10,누구나 가슴에 품고있는 혹은 품고있었던“사랑”을 영화를통해 마주볼수 있었다. 나누어 먹는 한상의 밥은 둘러앉은 사람들의 온기로 비로소 완성된다.,긍정
말모이,10,한글날 의미있게 본 영화,긍정
82년생 김지영,1,"이런 측면을 보여주는 영화도 필요하다고 생각하지만, 너무 부정적인 측면만 과다하게 보여줘서 개인적으로 공감이 안되었습니다",부정
애프터: 그 후,1,허접함 개연성이 없음 연기를 지지리도 못함 책이 훨씬 낫네요 1도 그렇고 2도 드럽게 재미없음 고등학생이 영화 제작한거같은 느낌,부정
그것만이 내 세상,1,제발 좀 영화 장르좀 확실해라!!! 코미디를 보러왔는데 정작 본건 억지감동물이냐!!! 난 신나게 턱 빠질정도로 웃으려고 봤는데 이게뭐냐고!!! 돈 낭비만 주구장창하고 왔네!!! 코미디로 갈꺼면 코미디로 가고끝내고 드라마로 갈꺼면 드라마로 가고끝내라 억지감동.억지교훈.억지철학.억지비판.억지행복.억지공포 등 을 넣지마라!!! 이러니까 평가가 안좋고 흥행실패하는거다!!! 뻔한 스토리 평범한액션을 누가 보냐!? 옛날에 이미 개봉한것들인데!!!,부정
아무르,8,왜 그 타이밍이었어야 했을까. 남편이 자신의 어릴적 이야기 끝에 결국 그러한 선택을 했다. 나는 그 장면이 부인도 남편도 모두가 현재의 상황을 원하지 않는다는 것을 깨닫는 순간이었다고 생각한다. 서로의 삶의 모습이 별만 가득한 엽서와 같음을 깨달았기 때문에.,긍정
국제수사,1,역대급 입니다. 역대급 입니다.,부정
미스터 노바디,10,"감동감동....,.",긍정
나의 절친 악당들,2,이거 돈주고 극장가서 본분들은 나오면서 어떻게 그 화를 삭혔을까?대단한 인내심을 키워주는 영화이다,부정
정직한 후보,1,진짜 이거 봤을때 둘이서 봤는데 내 친구는 웃지도 않고 나는 초반에 코미디 영화니깐 웃기다 웃기다 하면서 보다가 결국 나올때는 졸다 나옴... 한마디로 ㄵ,부정
담보,10,가볍게 즐기는 감동의 가족영화.,긍정
더 이퀄라이저,10,악당 상대는 홈마트 물품만으로도 충분하다.,긍정
국제수사,10,정말 재밌어요 강추 드립니다,긍정
증인,10,자극적이지 않고 웃음짓게 하는 영화,긍정
국제수사,7,지루함도 없이 잼있게 봤습니다,긍정
담보,8,마지막ㅇㅣ 아쉽네요ㅜㅡㅜㅜ찜찜한결말,부정
재심,2,아이콘택트 보고왔습니다제작자분들 유명하고 스토리성만 따질게 아니라실화라고 했으면 제대로 만드셨어야죠,부정
국제수사,10,편하게 즐긴 코미디 영화! 곽도원님 너무 귀여우세요!,긍정
애프터: 그 후,6,15세라니 너무한거 아닌가요 교복입은 애들이 앉아있길래 상영관 잘못 들어온줄.. 고등학생들인지 중학생들인지 나란히 앉아서 보는데 어이가없었어요 등급판정 기준이 대체 뭔데 15살이면 너무 어린아이들인데 기가차네요아 어이없어ㅡㅡ,부정
담보,8,보는내내 울면서 봤어요 ㅜㅜ,긍정
소년시절의 너,10,소개영상으로 짧막하게 보다가 이번기회에 이 영화를 보게 됐는데 진짜 재밌게 봤습니다. 연기가 ㅎㄷㄷ... 연기를 너무 잘하셔서 올해들어 제일 슬픈영화,긍정
뮬란,1,중반까진 멀쩡히 가다가 중반이후 코메디로 변해버림. 아들이랑 보다가 어이없는 장면에 너무 웃어서 눈물이남.,부정
비포 선라이즈,10,훌륭하다 정말 이걸 왜 이제 봤니,긍정
레미제라블,8,엄청 지루했지만 끝마무리는 좋았어요 연기와 음악이 좋아서 그래도 8점..,긍정
서버비콘,1,PC로 떡칠된 영화. 시간 낭비,부정
신과함께-죄와 벌,10,마지막에 엄마가 용서하는 장면에서 정말 목놓아 엉엉 울었네요.. 영화보며 이렇게 운것도 처음인듯요.. 웹툰보면서도 울었지만 영화는 정말이지 하아..ㅜㅜ,긍정
오! 문희,10,울다웃다의 반복 이희준씨 연기에 빠져서 같이 인상썻다 어깨힘들어갓다 같이 울다 같이 웃다 엄청 몰입했네요!! 연기구멍없는 완벽한 케미의 작품!!  강아지까지 명품연기!! 지루할틈없이 빠져서 봣네요!! ㅇ보고나서 행복한 마음이 마구드는 정있는 영화! 바로 추천각!,긍정
뮬란,2,내돈.. 내가아는뮬란은 분명아님 . 뮬란 생각하지말고 볼것,부정
에놀라 홈즈,10,"밀리 바비 브라운, 헨리 카빌, 루이스 패트리지까지 빵빵한 출연진에 연기력까지 좋았습니다.스토리도 좋았구요.",긍정
담보,10,영화정보 없이 가서 시간대가 맞아서 보게되었는데너무 감동이였어요.가을 날에 어울리는 감성풍만한 영화네요눈물이 줄줄줄.,긍정
결혼은 미친 짓이다,8,오랜만에 보니 재밌네. 역시 사랑은 알다가도 모르것다,긍정
반도,2,염력 반도보면 부산행은 로또였던듯. 연기 스토리 다 좋은데 긴박한 상황에 대사치고 감동 짜내느라 너무 늘어지고 긴장감 떨어짐. 감독 한계,부정
미스 유 올레디,8,이런 친구가 있다면 그게 인생 성공,긍정
국제수사,9,4명의 배우들의 찰진연기와 조합이 너무 좋았던!,긍정
아파트,5,"우왕 포스터가 헐리우드 섹시 배우같다~ 메간 폭스, 안젤리나 졸리 같음 ㅎㅎ",부정
1987,10,역사를 알수록 우리의 판단력은 높아집니다. 너무 아프고 너무 좋은 영화.,긍정
타짜: 원 아이드 잭,8,재밌다 아아아 오오오아아아아,긍정
좀비캠프,2,진짜 너무 억지!!!말도안돼 너무 재미없어 내가 여기다 돈을썼다니 누가 B급이랬냐 Z급,부정
82년생 김지영,1,페미니즘의 바이블 ㅋㅋㅋㅋ,부정
담보,1,지금까지 본 영화중 최악억지 스토리억지 눈물... 전 그러네요,부정
블랙 팬서,1,근본없는 앰흑니거새키들 팔X자 하는것도 노예선단에서 하던짓이고 오랑우탄같은 아랫입술 내보일때마다 잘라버리고싶음,부정
브레이크 더 사일런스: 더 무비,10,힐링 무비. 그들의 열정이 고스란히 전해지는. 그래서 뭉클하기도하고 미소짓기도 하는 시간. 방탄소년단 보러 갔다가 나를 들여다 보고. 속삭인다. Love  My ♥ Self.  고마워요    방탄소년단,긍정
아름다운 여행,10,"Fly away home를 리메이크한 작품. 실화를 바탕으로 한 영화라고 알려져있어서, 혹시 유튜브에 쳐봤다가 실망했는진 모르겠지만, 실제로는 빌 리슈머라는 작자가 캐나다에서 미국의버지니아까지 기러기를 이주 시킨 적이 있다. 정글북과 함께 힐링이 되는 성장영화.",긍정
다만 악에서 구하소서,2,돌돔으로 생선까스를 해먹었네,부정
데이라잇,10,청소년시절진짜재미있고감동적이게봤던영화입니다.,긍정
담보,1,마지막 장면에서 10분동안 시간가는줄도 모르고 웃었습니다. 영화 내용은 억지에 최악이였구요. 마지막 장면때문에 웃겨서 1점드립니다,부정
에놀라 홈즈,5,홈즈에 페미 뭍음...,부정
뮬란,1,디즈니에 아주 많이 실망함. 애니메이션 차라리 보겠음,부정
미 비포 유,2,로맨스를 가장한 바람ㅋㅋㅋ,부정
자전차왕 엄복동,2,자전차깡 엄복깡. 태희 배고파질까봐 걱정.,부정
"나니아 연대기 - 사자, 마녀 그리고 옷장",10,내가 본 판타지 영화중 손에 꼽을 정도로 최고의 판타지영화!,긍정
극장판 미니특공대: 햄버거괴물의 습격,9,아이가 재미있어 했습니다,긍정
다세포 소녀,1,당시 13살... 정신적으로 성숙하지 못하여 이해하기 어려웠지만 아직도 난 성숙하지 못하다.,부정
항거:유관순 이야기,10,영화보며.. 눈물이 났습니다.ㅠㅠ예수님이라면 어떻게 할실까?이 대목이.. 기억에 남아요...  힘들고 어려운상황일수록 열사님처럼  예수님을 떠올려 보겠습니다. 잊지말아야할 그날의 함성 대한 독립만세!!!나라를 지켜주신 모든분들 정말로 감사드립니다,긍정
제인 도,4,시체 표현이나 배우 연기는 훌륭. 중반 이후 몰입 확 떨어지고 납득 안가는 노잼 공포,부정
50가지 그림자: 해방,10,결혼식 전과 후의 장면을 조금 더 다뤄줬으면 했지만 capital letters 오스트가 흘러나오는 허니문 장면들로 인해 아쉬움이 채워졌다. 그리고 비로소 아나의 내면이 더욱 강하고 단단해진 모습이 너무 멋져보였고 그레이는 편안하고 사랑을 알고 좀 더 유순해진 모습에 흐뭇했다. 이번 오스트트랙들도 역시 완벽했으며 마지막씬인 아들과 마당에서 행복해하는 모습이 증말 눈물겹게 예뻤다.. 하 그냥 내 소중한  인생 영화 중에 하나! 만쎄이!!!,긍정
기기괴괴 성형수,3,솔직히 19금 안 걸린게 신기... 잔인하고 수위가 있음 무서운거 못 보면 비추천 이름 처럼 영화가 좀 기기괴괴함.. 스토리 잘 이해 못하면 이해가 안됨,부정
마샤와 곰: 최고 중에 최고,1,다 봤던거..에피소드 여러편 연속으로 틀어주네여^^마샤 완전완전 팬인데 개실망,부정
말모이,10,다시금 한글의 가치와 소중함을 되새기는 시간이 되었어요. 이렇게 우리말을 쓸 수 있게 해주신 조선어학회 사람들과 독립운동가분들께 존경과 감사인사를 드립니다. 감사하고 사랑합니다.,긍정
나를 기억해,8,경각심을 주려고 하는 의도는 아는데 이런류의 영화는 진짜 볼수록 불쾌하다 남자로서도 저 가해자와 피해자를 명백하게 정해두고 가학적 상상을 시키는게 역겹고 보다가 이상한 죄책감이 들어서 보는걸 포기함저런 쓰레기같은 범죄들은 싹부터 없어져야 마땅하지 근데 김다미 너무예뻐 ㅠㅠㅠ,부정
버닝,2,8점 주려다가 마지막 미친 전개에 역시 결말을 이따위로 라는 생각이 들었다 이건 뭐 감동도 뭐도 느끼는 바도 없네 쓰레기,부정
타잔 3D,4,영상미는 괜찮은데 스토리가 황당하다,부정
애프터: 그 후,9,핫하고 좋아요 OST도 너므좋음.. ♡,긍정
그린랜드,8,"너무 무서웠습니다. 재해도 무서웠지만, 사람들이 더 무서웠음. 그래도 스릴 있고 긴장감 있고 재밌게 봤습니다. 결론은 좀 시시한듯요. 자연재해 앞에선 더더욱 작아지는 인간들.",긍정
언힌지드,1,그러니까 사과폰을 쓰라고 빵빵거리지 말고 이내용이였네요  마지막에  엄마도 무섭네요,부정
담보,1,진짜 1점도 아깝다는게 이런말이였구나평점 다 알바라는게 이런말이였구나진짜 예고편이 다했다,부정
"어디갔어, 버나뎃",3,안봐도 되는 영화. 천원인데도 시간이 아깝다.,부정
비열한 거리,10,갈수록 불편... ㄷㄷ,긍정
논스톱,10,커뮤터보다 더 재밌음 완벽 긴장감 몰입도 쩐다,긍정
베스트 오브 미,4,불륜 아닌가?란 생각이 들 때 감정이 사라졌다,부정
파파로티,10,감동이 물밀듯이 밀려 오네요..이 영화를 이제야 보게 되네요..못봤으면 무척 아쉬울뻔 했네요..,긍정
오케이 마담,1,이런 OOO기를 싸지르는데 투자한 것들은 대가리가 어떻게 된 것들이지,부정
그린랜드,10,개인적으로 재밌게 본 영화입니다가족 중심으로 스토리가 전개되는 재난 영화를욕하시는데 그게 뭐 잘못된 것 같지는 않네요싫으면 안보면 되구요,긍정
담보,10,햇님 우는데 왜 저도 눈물이 난걸까요?ㅠㅠ 두석아저씨 찾았을때 승이가 두석아저씨 찾았을때랑 승이가 구두 꺼내주고 절대안놔준다고 할땨 진짜 울컥했어요ㅠㅠ,긍정
에놀라 홈즈,1,역대 최악의 쓰레기영화,부정
인간 로켓티어,5,연출이나 스토리가 유치하고 90년대 영화치고는 전체적으로 고전스러운 영화.,부정
타짜: 원 아이드 잭,1,이게 영화니?스포해서 죄송하지만 진짜 별로입니다ㅜㅜ,부정
